payment_id,subscription_id,company_id,region,country,persona,plan,billing_cycle,status,payment_date,revenue_month,revenue,total_cost,operating_cost,profit,profit_margin,active_customer
PAY_00000328,SUB_0000030,CMP_000044,Latin America,Argentina,Developer,Starter,Monthly,Active,2025-03-01,2025-03-01,49.00,26.47,25.00,22.53,0.4598,1
PAY_00000329,SUB_0000030,CMP_000044,Latin America,Argentina,Developer,Starter,Monthly,Active,2025-04-01,2025-04-01,49.00,26.47,25.00,22.53,0.4598,1
PAY_00000330,SUB_0000030,CMP_000044,Latin America,Argentina,Developer,Starter,Monthly,Active,2025-05-01,2025-05-01,49.00,26.47,25.00,22.53,0.4598,1
PAY_00000331,SUB_0000030,CMP_000044,Latin America,Argentina,Developer,Starter,Monthly,Active,2025-06-01,2025-06-01,49.00,26.47,25.00,22.53,0.4598,1
PAY_00000332,SUB_0000030,CMP_000044,Latin America,Argentina,Developer,Starter,Monthly,Active,2025-07-01,2025-07-01,49.00,26.47,25.00,22.53,0.4598,1
PAY_00000333,SUB_0000030,CMP_000044,Latin America,Argentina,Developer,Starter,Monthly,Active,2025-08-01,2025-08-01,49.00,26.47,25.00,22.53,0.4598,1
PAY_00000334,SUB_0000030,CMP_000044,Latin America,Argentina,Developer,Starter,Monthly,Active,2025-09-01,2025-09-01,49.00,26.47,25.00,22.53,0.4598,1
PAY_00000335,SUB_0000030,CMP_000044,Latin America,Argentina,Developer,Starter,Monthly,Active,2025-10-01,2025-10-01,49.00,26.47,25.00,22.53,0.4598,1
PAY_00000336,SUB_0000030,CMP_000044,Latin America,Argentina,Developer,Starter,Monthly,Active,2025-11-01,2025-11-01,49.00,26.47,25.00,22.53,0.4598,1
PAY_00000337,SUB_0000030,CMP_000044,Latin America,Argentina,Developer,Starter,Monthly,Active,2025-12-01,2025-12-01,49.00,26.47,25.00,22.53,0.4598,1
PAY_00000338,SUB_0000031,CMP_000045,Latin America,Chile,Data Analyst,Starter,Monthly,Active,2025-01-01,2025-01-01,49.00,26.47,25.00,22.53,0.4598,1
PAY_00000339,SUB_0000031,CMP_000045,Latin America,Chile,Data Analyst,Starter,Monthly,Active,2025-02-01,2025-02-01,49.00,26.47,25.00,22.53,0.4598,1
PAY_00000340,SUB_0000031,CMP_000045,Latin America,Chile,Data Analyst,Starter,Monthly,Active,2025-03-01,2025-03-01,49.00,26.47,25.00,22.53,0.4598,1
PAY_00000341,SUB_0000031,CMP_000045,Latin America,Chile,Data Analyst,Starter,Monthly,Active,2025-04-01,2025-04-01,49.00,26.47,25.00,22.53,0.4598,1
PAY_00000342,SUB_0000031,CMP_000045,Latin America,Chile,Data Analyst,Starter,Monthly,Active,2025-05-01,2025-05-01,49.00,26.47,25.00,22.53,0.4598,1
PAY_00000343,SUB_0000031,CMP_000045,Latin America,Chile,Data Analyst,Starter,Monthly,Active,2025-06-01,2025-06-01,49.00,26.47,25.00,22.53,0.4598,1
PAY_00000344,SUB_0000031,CMP_000045,Latin America,Chile,Data Analyst,Starter,Monthly,Active,2025-07-01,2025-07-01,49.00,26.47,25.00,22.53,0.4598,1
PAY_00000345,SUB_0000031,CMP_000045,Latin America,Chile,Data Analyst,Starter,Monthly,Active,2025-08-01,2025-08-01,49.00,26.47,25.00,22.53,0.4598,1
PAY_00000346,SUB_0000031,CMP_000045,Latin America,Chile,Data Analyst,Starter,Monthly,Active,2025-09-01,2025-09-01,49.00,26.47,25.00,22.53,0.4598,1
PAY_00000347,SUB_0000031,CMP_000045,Latin America,Chile,Data Analyst,Starter,Monthly,Active,2025-10-01,2025-10-01,49.00,26.47,25.00,22.53,0.4598,1
PAY_00000348,SUB_0000031,CMP_000045,Latin America,Chile,Data Analyst,Starter,Monthly,Active,2025-11-01,2025-11-01,49.00,26.47,25.00,22.53,0.4598,1
PAY_00000349,SUB_0000031,CMP_000045,Latin America,Chile,Data Analyst,Starter,Monthly,Active,2025-12-01,2025-12-01,49.00,26.47,25.00,22.53,0.4598,1
PAY_00000350,SUB_0000032,CMP_000046,Africa,Kenya,Data Analyst,Professional,Monthly,Active,2025-01-01,2025-01-01,199.00,55.97,50.00,143.03,0.7187,1
PAY_00000351,SUB_0000032,CMP_000046,Africa,Kenya,Data Analyst,Professional,Monthly,Active,2025-02-01,2025-02-01,199.00,55.97,50.00,143.03,0.7187,1
PAY_00000352,SUB_0000032,CMP_000046,Africa,Kenya,Data Analyst,Professional,Monthly,Active,2025-03-01,2025-03-01,199.00,55.97,50.00,143.03,0.7187,1
PAY_00000353,SUB_0000032,CMP_000046,Africa,Kenya,Data Analyst,Professional,Monthly,Active,2025-04-01,2025-04-01,199.00,55.97,50.00,143.03,0.7187,1
PAY_00000354,SUB_0000032,CMP_000046,Africa,Kenya,Data Analyst,Professional,Monthly,Active,2025-05-01,2025-05-01,199.00,55.97,50.00,143.03,0.7187,1
PAY_00000355,SUB_0000032,CMP_000046,Africa,Kenya,Data Analyst,Professional,Monthly,Active,2025-06-01,2025-06-01,199.00,55.97,50.00,143.03,0.7187,1
PAY_00000356,SUB_0000032,CMP_000046,Africa,Kenya,Data Analyst,Professional,Monthly,Active,2025-07-01,2025-07-01,199.00,55.97,50.00,143.03,0.7187,1
PAY_00000357,SUB_0000032,CMP_000046,Africa,Kenya,Data Analyst,Professional,Monthly,Active,2025-08-01,2025-08-01,199.00,55.97,50.00,143.03,0.7187,1
PAY_00000358,SUB_0000032,CMP_000046,Africa,Kenya,Data Analyst,Professional,Monthly,Active,2025-09-01,2025-09-01,199.00,55.97,50.00,143.03,0.7187,1
PAY_00000359,SUB_0000032,CMP_000046,Africa,Kenya,Data Analyst,Professional,Monthly,Active,2025-10-01,2025-10-01,0.00,50.00,50.00,-50.00,0.0000,1
PAY_00000360,SUB_0000032,CMP_000046,Africa,Kenya,Data Analyst,Professional,Monthly,Active,2025-11-01,2025-11-01,199.00,55.97,50.00,143.03,0.7187,1
PAY_00000361,SUB_0000032,CMP_000046,Africa,Kenya,Data Analyst,Professional,Monthly,Active,2025-12-01,2025-12-01,199.00,55.97,50.00,143.03,0.7187,1
PAY_00000362,SUB_0000033,CMP_000048,Asia-Pacific,Japan,Data Analyst,Business,Monthly,Active,2025-01-01,2025-01-01,499.00,39.97,25.00,459.03,0.9199,1
PAY_00000363,SUB_0000033,CMP_000048,Asia-Pacific,Japan,Data Analyst,Business,Monthly,Active,2025-02-01,2025-02-01,499.00,39.97,25.00,459.03,0.9199,1
PAY_00000364,SUB_0000033,CMP_000048,Asia-Pacific,Japan,Data Analyst,Business,Monthly,Active,2025-03-01,2025-03-01,499.00,39.97,25.00,459.03,0.9199,1
PAY_00000365,SUB_0000033,CMP_000048,Asia-Pacific,Japan,Data Analyst,Business,Monthly,Active,2025-04-01,2025-04-01,0.00,25.00,25.00,-25.00,0.0000,1
PAY_00000366,SUB_0000033,CMP_000048,Asia-Pacific,Japan,Data Analyst,Business,Monthly,Active,2025-05-01,2025-05-01,499.00,39.97,25.00,459.03,0.9199,1
PAY_00000367,SUB_0000033,CMP_000048,Asia-Pacific,Japan,Data Analyst,Business,Monthly,Active,2025-06-01,2025-06-01,0.00,25.00,25.00,-25.00,0.0000,1
PAY_00000368,SUB_0000033,CMP_000048,Asia-Pacific,Japan,Data Analyst,Business,Monthly,Active,2025-07-01,2025-07-01,0.00,25.00,25.00,-25.00,0.0000,1
PAY_00000369,SUB_0000033,CMP_000048,Asia-Pacific,Japan,Data Analyst,Business,Monthly,Active,2025-08-01,2025-08-01,499.00,39.97,25.00,459.03,0.9199,1
PAY_00000370,SUB_0000033,CMP_000048,Asia-Pacific,Japan,Data Analyst,Business,Monthly,Active,2025-09-01,2025-09-01,499.00,39.97,25.00,459.03,0.9199,1
PAY_00000371,SUB_0000033,CMP_000048,Asia-Pacific,Japan,Data Analyst,Business,Monthly,Active,2025-10-01,2025-10-01,499.00,39.97,25.00,459.03,0.9199,1
PAY_00000372,SUB_0000033,CMP_000048,Asia-Pacific,Japan,Data Analyst,Business,Monthly,Active,2025-11-01,2025-11-01,499.00,39.97,25.00,459.03,0.9199,1
PAY_00000373,SUB_0000033,CMP_000048,Asia-Pacific,Japan,Data Analyst,Business,Monthly,Active,2025-12-01,2025-12-01,499.00,39.97,25.00,459.03,0.9199,1
PAY_00000374,SUB_0000034,CMP_000049,Europe,France,Developer,Professional,Monthly,Active,2025-01-01,2025-01-01,199.00,55.97,50.00,143.03,0.7187,1
PAY_00000375,SUB_0000034,CMP_000049,Europe,France,Developer,Professional,Monthly,Active,2025-02-01,2025-02-01,199.00,55.97,50.00,143.03,0.7187,1
PAY_00000376,SUB_0000034,CMP_000049,Europe,France,Developer,Professional,Monthly,Active,2025-03-01,2025-03-01,199.00,55.97,50.00,143.03,0.7187,1
PAY_00000377,SUB_0000034,CMP_000049,Europe,France,Developer,Professional,Monthly,Active,2025-04-01,2025-04-01,199.00,55.97,50.00,143.03,0.7187,1
PAY_00000378,SUB_0000034,CMP_000049,Europe,France,Developer,Professional,Monthly,Active,2025-05-01,2025-05-01,199.00,55.97,50.00,143.03,0.7187,1
PAY_00000379,SUB_0000034,CMP_000049,Europe,France,Developer,Professional,Monthly,Active,2025-06-01,2025-06-01,199.00,55.97,50.00,143.03,0.7187,1
PAY_00000380,SUB_0000034,CMP_000049,Europe,France,Developer,Professional,Monthly,Active,2025-07-01,2025-07-01,199.00,55.97,50.00,143.03,0.7187,1
PAY_00000381,SUB_0000034,CMP_000049,Europe,France,Developer,Professional,Monthly,Active,2025-08-01,2025-08-01,199.00,55.97,50.00,143.03,0.7187,1
PAY_00000382,SUB_0000034,CMP_000049,Europe,France,Developer,Professional,Monthly,Active,2025-09-01,2025-09-01,199.00,55.97,50.00,143.03,0.7187,1
PAY_00000383,SUB_0000034,CMP_000049,Europe,France,Developer,Professional,Monthly,Active,2025-10-01,2025-10-01,199.00,55.97,50.00,143.03,0.7187,1
PAY_00000384,SUB_0000034,CMP_000049,Europe,France,Developer,Professional,Monthly,Active,2025-11-01,2025-11-01,199.00,55.97,50.00,143.03,0.7187,1
PAY_00000385,SUB_0000034,CMP_000049,Europe,France,Developer,Professional,Monthly,Active,2025-12-01,2025-12-01,199.00,55.97,50.00,143.03,0.7187,1
PAY_00000386,SUB_0000036,CMP_000052,Africa,Nigeria,Developer,Business,Monthly,Active,2025-01-01,2025-01-01,499.00,39.97,25.00,459.03,0.9199,1
PAY_00000387,SUB_0000036,CMP_000052,Africa,Nigeria,Developer,Business,Monthly,Active,2025-02-01,2025-02-01,499.00,39.97,25.00,459.03,0.9199,1
PAY_00000388,SUB_0000036,CMP_000052,Africa,Nigeria,Developer,Business,Monthly,Active,2025-03-01,2025-03-01,499.00,39.97,25.00,459.03,0.9199,1
PAY_00000389,SUB_0000036,CMP_000052,Africa,Nigeria,Developer,Business,Monthly,Active,2025-04-01,2025-04-01,499.00,39.97,25.00,459.03,0.9199,1
PAY_00000390,SUB_0000036,CMP_000052,Africa,Nigeria,Developer,Business,Monthly,Active,2025-05-01,2025-05-01,499.00,39.97,25.00,459.03,0.9199,1
PAY_00000391,SUB_0000036,CMP_000052,Africa,Nigeria,Developer,Business,Monthly,Active,2025-06-01,2025-06-01,-499.00,39.97,25.00,-538.97,0.0000,1
PAY_00000392,SUB_0000036,CMP_000052,Africa,Nigeria,Developer,Business,Monthly,Active,2025-07-01,2025-07-01,499.00,39.97,25.00,459.03,0.9199,1
PAY_00000393,SUB_0000036,CMP_000052,Africa,Nigeria,Developer,Business,Monthly,Active,2025-08-01,2025-08-01,499.00,39.97,25.00,459.03,0.9199,1
PAY_00000394,SUB_0000036,CMP_000052,Africa,Nigeria,Developer,Business,Monthly,Active,2025-09-01,2025-09-01,499.00,39.97,25.00,459.03,0.9199,1
PAY_00000395,SUB_0000036,CMP_000052,Africa,Nigeria,Developer,Business,Monthly,Active,2025-10-01,2025-10-01,499.00,39.97,25.00,459.03,0.9199,1
PAY_00000396,SUB_0000036,CMP_000052,Africa,Nigeria,Developer,Business,Monthly,Active,2025-11-01,2025-11-01,0.00,25.00,25.00,-25.00,0.0000,1
PAY_00000397,SUB_0000036,CMP_000052,Africa,Nigeria,Developer,Business,Monthly,Active,2025-12-01,2025-12-01,499.00,39.97,25.00,459.03,0.9199,1
PAY_00000398,SUB_0000037,CMP_000054,North America,United States,Data Analyst,Starter,Monthly,Active,2025-01-01,2025-01-01,49.00,26.47,25.00,22.53,0.4598,1
PAY_00000399,SUB_0000037,CMP_000054,North America,United States,Data Analyst,Starter,Monthly,Active,2025-02-01,2025-02-01,49.00,26.47,25.00,22.53,0.4598,1
PAY_00000400,SUB_0000037,CMP_000054,North America,United States,Data Analyst,Starter,Monthly,Active,2025-03-01,2025-03-01,49.00,26.47,25.00,22.53,0.4598,1
PAY_00000401,SUB_0000037,CMP_000054,North America,United States,Data Analyst,Starter,Monthly,Active,2025-04-01,2025-04-01,49.00,26.47,25.00,22.53,0.4598,1
PAY_00000402,SUB_0000037,CMP_000054,North America,United States,Data Analyst,Starter,Monthly,Active,2025-05-01,2025-05-01,0.00,25.00,25.00,-25.00,0.0000,1
PAY_00000403,SUB_0000037,CMP_000054,North America,United States,Data Analyst,Starter,Monthly,Active,2025-06-01,2025-06-01,49.00,26.47,25.00,22.53,0.4598,1
PAY_00000404,SUB_0000037,CMP_000054,North America,United States,Data Analyst,Starter,Monthly,Active,2025-07-01,2025-07-01,49.00,26.47,25.00,22.53,0.4598,1
PAY_00000405,SUB_0000037,CMP_000054,North America,United States,Data Analyst,Starter,Monthly,Active,2025-08-01,2025-08-01,49.00,26.47,25.00,22.53,0.4598,1
PAY_00000406,SUB_0000037,CMP_000054,North America,United States,Data Analyst,Starter,Monthly,Active,2025-09-01,2025-09-01,49.00,26.47,25.00,22.53,0.4598,1
PAY_00000407,SUB_0000037,CMP_000054,North America,United States,Data Analyst,Starter,Monthly,Active,2025-10-01,2025-10-01,49.00,26.47,25.00,22.53,0.4598,1
PAY_00000408,SUB_0000037,CMP_000054,North America,United States,Data Analyst,Starter,Monthly,Active,2025-11-01,2025-11-01,49.00,26.47,25.00,22.53,0.4598,1
PAY_00000409,SUB_0000037,CMP_000054,North America,United States,Data Analyst,Starter,Monthly,Active,2025-12-01,2025-12-01,0.00,25.00,25.00,-25.00,0.0000,1
PAY_00000410,SUB_0000038,CMP_000056,Africa,Nigeria,Data Analyst,Professional,Monthly,Active,2025-01-01,2025-01-01,199.00,55.97,50.00,143.03,0.7187,1
PAY_00000411,SUB_0000038,CMP_000056,Africa,Nigeria,Data Analyst,Professional,Monthly,Active,2025-02-01,2025-02-01,199.00,55.97,50.00,143.03,0.7187,1
PAY_00000412,SUB_0000038,CMP_000056,Africa,Nigeria,Data Analyst,Professional,Monthly,Active,2025-03-01,2025-03-01,0.00,50.00,50.00,-50.00,0.0000,1
PAY_00000413,SUB_0000038,CMP_000056,Africa,Nigeria,Data Analyst,Professional,Monthly,Active,2025-04-01,2025-04-01,0.00,50.00,50.00,-50.00,0.0000,1
PAY_00000414,SUB_0000038,CMP_000056,Africa,Nigeria,Data Analyst,Professional,Monthly,Active,2025-05-01,2025-05-01,199.00,55.97,50.00,143.03,0.7187,1
PAY_00000415,SUB_0000038,CMP_000056,Africa,Nigeria,Data Analyst,Professional,Monthly,Active,2025-06-01,2025-06-01,199.00,55.97,50.00,143.03,0.7187,1
PAY_00000416,SUB_0000038,CMP_000056,Africa,Nigeria,Data Analyst,Professional,Monthly,Active,2025-07-01,2025-07-01,199.00,55.97,50.00,143.03,0.7187,1
PAY_00000417,SUB_0000038,CMP_000056,Africa,Nigeria,Data Analyst,Professional,Monthly,Active,2025-08-01,2025-08-01,199.00,55.97,50.00,143.03,0.7187,1
PAY_00000418,SUB_0000038,CMP_000056,Africa,Nigeria,Data Analyst,Professional,Monthly,Active,2025-09-01,2025-09-01,199.00,55.97,50.00,143.03,0.7187,1
PAY_00000419,SUB_0000038,CMP_000056,Africa,Nigeria,Data Analyst,Professional,Monthly,Active,2025-10-01,2025-10-01,199.00,55.97,50.00,143.03,0.7187,1
PAY_00000420,SUB_0000038,CMP_000056,Africa,Nigeria,Data Analyst,Professional,Monthly,Active,2025-11-01,2025-11-01,199.00,55.97,50.00,143.03,0.7187,1
PAY_00000421,SUB_0000038,CMP_000056,Africa,Nigeria,Data Analyst,Professional,Monthly,Active,2025-12-01,2025-12-01,199.00,55.97,50.00,143.03,0.7187,1
PAY_00000422,SUB_0000039,CMP_000058,North America,United States,Developer,Professional,Monthly,Active,2025-01-01,2025-01-01,199.00,55.97,50.00,143.03,0.7187,1
PAY_00000423,SUB_0000039,CMP_000058,North America,United States,Developer,Professional,Monthly,Active,2025-02-01,2025-02-01,199.00,55.97,50.00,143.03,0.7187,1
PAY_00000424,SUB_0000039,CMP_000058,North America,United States,Developer,Professional,Monthly,Active,2025-03-01,2025-03-01,199.00,55.97,50.00,143.03,0.7187,1
PAY_00000425,SUB_0000039,CMP_000058,North America,United States,Developer,Professional,Monthly,Active,2025-04-01,2025-04-01,199.00,55.97,50.00,143.03,0.7187,1
PAY_00000426,SUB_0000039,CMP_000058,North America,United States,Developer,Professional,Monthly,Active,2025-05-01,2025-05-01,199.00,55.97,50.00,143.03,0.7187,1
PAY_00000427,SUB_0000039,CMP_000058,North America,United States,Developer,Professional,Monthly,Active,2025-06-01,2025-06-01,199.00,55.97,50.00,143.03,0.7187,1
PAY_00000428,SUB_0000039,CMP_000058,North America,United States,Developer,Professional,Monthly,Active,2025-07-01,2025-07-01,199.00,55.97,50.00,143.03,0.7187,1
PAY_00000429,SUB_0000039,CMP_000058,North America,United States,Developer,Professional,Monthly,Active,2025-08-01,2025-08-01,199.00,55.97,50.00,143.03,0.7187,1
PAY_00000430,SUB_0000039,CMP_000058,North America,United States,Developer,Professional,Monthly,Active,2025-09-01,2025-09-01,199.00,55.97,50.00,143.03,0.7187,1
PAY_00000431,SUB_0000039,CMP_000058,North America,United States,Developer,Professional,Monthly,Active,2025-10-01,2025-10-01,199.00,55.97,50.00,143.03,0.7187,1
PAY_00000432,SUB_0000039,CMP_000058,North America,United States,Developer,Professional,Monthly,Active,2025-11-01,2025-11-01,199.00,55.97,50.00,143.03,0.7187,1
PAY_00000433,SUB_0000039,CMP_000058,North America,United States,Developer,Professional,Monthly,Active,2025-12-01,2025-12-01,199.00,55.97,50.00,143.03,0.7187,1
PAY_00000434,SUB_0000040,CMP_000059,Africa,Tanzania,Developer,Starter,Monthly,Active,2025-01-01,2025-01-01,49.00,26.47,25.00,22.53,0.4598,1
PAY_00000435,SUB_0000040,CMP_000059,Africa,Tanzania,Developer,Starter,Monthly,Active,2025-02-01,2025-02-01,49.00,26.47,25.00,22.53,0.4598,1
PAY_00000436,SUB_0000040,CMP_000059,Africa,Tanzania,Developer,Starter,Monthly,Active,2025-03-01,2025-03-01,49.00,26.47,25.00,22.53,0.4598,1
PAY_00000437,SUB_0000040,CMP_000059,Africa,Tanzania,Developer,Starter,Monthly,Active,2025-04-01,2025-04-01,49.00,26.47,25.00,22.53,0.4598,1
PAY_00000438,SUB_0000040,CMP_000059,Africa,Tanzania,Developer,Starter,Monthly,Active,2025-05-01,2025-05-01,49.00,26.47,25.00,22.53,0.4598,1
PAY_00000439,SUB_0000040,CMP_000059,Africa,Tanzania,Developer,Starter,Monthly,Active,2025-06-01,2025-06-01,49.00,26.47,25.00,22.53,0.4598,1
PAY_00000440,SUB_0000040,CMP_000059,Africa,Tanzania,Developer,Starter,Monthly,Active,2025-07-01,2025-07-01,49.00,26.47,25.00,22.53,0.4598,1
PAY_00000441,SUB_0000040,CMP_000059,Africa,Tanzania,Developer,Starter,Monthly,Active,2025-08-01,2025-08-01,49.00,26.47,25.00,22.53,0.4598,1
PAY_00000442,SUB_0000040,CMP_000059,Africa,Tanzania,Developer,Starter,Monthly,Active,2025-09-01,2025-09-01,-49.00,26.47,25.00,-75.47,0.0000,1
PAY_00000443,SUB_0000040,CMP_000059,Africa,Tanzania,Developer,Starter,Monthly,Active,2025-10-01,2025-10-01,49.00,26.47,25.00,22.53,0.4598,1
PAY_00000444,SUB_0000040,CMP_000059,Africa,Tanzania,Developer,Starter,Monthly,Active,2025-11-01,2025-11-01,49.00,26.47,25.00,22.53,0.4598,1
PAY_00000445,SUB_0000040,CMP_000059,Africa,Tanzania,Developer,Starter,Monthly,Active,2025-12-01,2025-12-01,49.00,26.47,25.00,22.53,0.4598,1
PAY_00000446,SUB_0000041,CMP_000063,Latin America,Argentina,Marketing Manager,Starter,Monthly,Active,2025-01-01,2025-01-01,0.00,25.00,25.00,-25.00,0.0000,1
PAY_00000447,SUB_0000041,CMP_000063,Latin America,Argentina,Marketing Manager,Starter,Monthly,Active,2025-02-01,2025-02-01,-49.00,26.47,25.00,-75.47,0.0000,1
PAY_00000448,SUB_0000041,CMP_000063,Latin America,Argentina,Marketing Manager,Starter,Monthly,Active,2025-03-01,2025-03-01,49.00,26.47,25.00,22.53,0.4598,1
PAY_00000449,SUB_0000041,CMP_000063,Latin America,Argentina,Marketing Manager,Starter,Monthly,Active,2025-04-01,2025-04-01,49.00,26.47,25.00,22.53,0.4598,1
PAY_00000450,SUB_0000041,CMP_000063,Latin America,Argentina,Marketing Manager,Starter,Monthly,Active,2025-05-01,2025-05-01,49.00,26.47,25.00,22.53,0.4598,1
PAY_00000451,SUB_0000041,CMP_000063,Latin America,Argentina,Marketing Manager,Starter,Monthly,Active,2025-06-01,2025-06-01,49.00,26.47,25.00,22.53,0.4598,1
PAY_00000452,SUB_0000041,CMP_000063,Latin America,Argentina,Marketing Manager,Starter,Monthly,Active,2025-07-01,2025-07-01,49.00,26.47,25.00,22.53,0.4598,1
PAY_00000453,SUB_0000041,CMP_000063,Latin America,Argentina,Marketing Manager,Starter,Monthly,Active,2025-08-01,2025-08-01,49.00,26.47,25.00,22.53,0.4598,1
PAY_00000454,SUB_0000041,CMP_000063,Latin America,Argentina,Marketing Manager,Starter,Monthly,Active,2025-09-01,2025-09-01,0.00,25.00,25.00,-25.00,0.0000,1
PAY_00000455,SUB_0000041,CMP_000063,Latin America,Argentina,Marketing Manager,Starter,Monthly,Active,2025-10-01,2025-10-01,49.00,26.47,25.00,22.53,0.4598,1
PAY_00000456,SUB_0000041,CMP_000063,Latin America,Argentina,Marketing Manager,Starter,Monthly,Active,2025-11-01,2025-11-01,49.00,26.47,25.00,22.53,0.4598,1
PAY_00000457,SUB_0000041,CMP_000063,Latin America,Argentina,Marketing Manager,Starter,Monthly,Active,2025-12-01,2025-12-01,49.00,26.47,25.00,22.53,0.4598,1
PAY_00000458,SUB_0000042,CMP_000064,Latin America,Argentina,Developer,Professional,Monthly,Active,2025-01-01,2025-01-01,199.00,55.97,50.00,143.03,0.7187,1
PAY_00000459,SUB_0000042,CMP_000064,Latin America,Argentina,Developer,Professional,Monthly,Active,2025-02-01,2025-02-01,199.00,55.97,50.00,143.03,0.7187,1
PAY_00000460,SUB_0000042,CMP_000064,Latin America,Argentina,Developer,Professional,Monthly,Active,2025-03-01,2025-03-01,199.00,55.97,50.00,143.03,0.7187,1
PAY_00000461,SUB_0000042,CMP_000064,Latin America,Argentina,Developer,Professional,Monthly,Active,2025-04-01,2025-04-01,199.00,55.97,50.00,143.03,0.7187,1
PAY_00000462,SUB_0000042,CMP_000064,Latin America,Argentina,Developer,Professional,Monthly,Active,2025-05-01,2025-05-01,199.00,55.97,50.00,143.03,0.7187,1
PAY_00000463,SUB_0000042,CMP_000064,Latin America,Argentina,Developer,Professional,Monthly,Active,2025-06-01,2025-06-01,199.00,55.97,50.00,143.03,0.7187,1
PAY_00000464,SUB_0000042,CMP_000064,Latin America,Argentina,Developer,Professional,Monthly,Active,2025-07-01,2025-07-01,199.00,55.97,50.00,143.03,0.7187,1
PAY_00000465,SUB_0000042,CMP_000064,Latin America,Argentina,Developer,Professional,Monthly,Active,2025-08-01,2025-08-01,0.00,50.00,50.00,-50.00,0.0000,1
PAY_00000466,SUB_0000042,CMP_000064,Latin America,Argentina,Developer,Professional,Monthly,Active,2025-09-01,2025-09-01,199.00,55.97,50.00,143.03,0.7187,1
PAY_00000467,SUB_0000042,CMP_000064,Latin America,Argentina,Developer,Professional,Monthly,Active,2025-10-01,2025-10-01,199.00,55.97,50.00,143.03,0.7187,1
PAY_00000468,SUB_0000042,CMP_000064,Latin America,Argentina,Developer,Professional,Monthly,Active,2025-11-01,2025-11-01,199.00,55.97,50.00,143.03,0.7187,1
PAY_00000469,SUB_0000042,CMP_000064,Latin America,Argentina,Developer,Professional,Monthly,Active,2025-12-01,2025-12-01,199.00,55.97,50.00,143.03,0.7187,1
PAY_00000470,SUB_0000043,CMP_000067,Europe,Spain,Operations Manager,Starter,Monthly,Active,2025-01-01,2025-01-01,0.00,25.00,25.00,-25.00,0.0000,1
PAY_00000471,SUB_0000043,CMP_000067,Europe,Spain,Operations Manager,Starter,Monthly,Active,2025-02-01,2025-02-01,49.00,26.47,25.00,22.53,0.4598,1
PAY_00000472,SUB_0000043,CMP_000067,Europe,Spain,Operations Manager,Starter,Monthly,Active,2025-03-01,2025-03-01,0.00,25.00,25.00,-25.00,0.0000,1
PAY_00000473,SUB_0000043,CMP_000067,Europe,Spain,Operations Manager,Starter,Monthly,Active,2025-04-01,2025-04-01,49.00,26.47,25.00,22.53,0.4598,1
PAY_00000474,SUB_0000043,CMP_000067,Europe,Spain,Operations Manager,Starter,Monthly,Active,2025-05-01,2025-05-01,49.00,26.47,25.00,22.53,0.4598,1
PAY_00000475,SUB_0000043,CMP_000067,Europe,Spain,Operations Manager,Starter,Monthly,Active,2025-06-01,2025-06-01,49.00,26.47,25.00,22.53,0.4598,1
PAY_00000476,SUB_0000043,CMP_000067,Europe,Spain,Operations Manager,Starter,Monthly,Active,2025-07-01,2025-07-01,-49.00,26.47,25.00,-75.47,0.0000,1
PAY_00000477,SUB_0000043,CMP_000067,Europe,Spain,Operations Manager,Starter,Monthly,Active,2025-08-01,2025-08-01,49.00,26.47,25.00,22.53,0.4598,1
PAY_00000478,SUB_0000043,CMP_000067,Europe,Spain,Operations Manager,Starter,Monthly,Active,2025-09-01,2025-09-01,49.00,26.47,25.00,22.53,0.4598,1
PAY_00000479,SUB_0000043,CMP_000067,Europe,Spain,Operations Manager,Starter,Monthly,Active,2025-10-01,2025-10-01,0.00,25.00,25.00,-25.00,0.0000,1
PAY_00000480,SUB_0000043,CMP_000067,Europe,Spain,Operations Manager,Starter,Monthly,Active,2025-11-01,2025-11-01,49.00,26.47,25.00,22.53,0.4598,1
PAY_00000481,SUB_0000043,CMP_000067,Europe,Spain,Operations Manager,Starter,Monthly,Active,2025-12-01,2025-12-01,49.00,26.47,25.00,22.53,0.4598,1
PAY_00000482,SUB_0000044,CMP_000068,Asia-Pacific,India,Developer,Starter,Monthly,Active,2025-01-01,2025-01-01,49.00,26.47,25.00,22.53,0.4598,1
PAY_00000483,SUB_0000044,CMP_000068,Asia-Pacific,India,Developer,Starter,Monthly,Active,2025-02-01,2025-02-01,49.00,26.47,25.00,22.53,0.4598,1
PAY_00000484,SUB_0000044,CMP_000068,Asia-Pacific,India,Developer,Starter,Monthly,Active,2025-03-01,2025-03-01,49.00,26.47,25.00,22.53,0.4598,1
PAY_00000485,SUB_0000044,CMP_000068,Asia-Pacific,India,Developer,Starter,Monthly,Active,2025-04-01,2025-04-01,49.00,26.47,25.00,22.53,0.4598,1
PAY_00000486,SUB_0000044,CMP_000068,Asia-Pacific,India,Developer,Starter,Monthly,Active,2025-05-01,2025-05-01,0.00,25.00,25.00,-25.00,0.0000,1
PAY_00000487,SUB_0000044,CMP_000068,Asia-Pacific,India,Developer,Starter,Monthly,Active,2025-06-01,2025-06-01,49.00,26.47,25.00,22.53,0.4598,1
