company_id,company_name,industry,company_size,customer_segment,plan,total_revenue,total_profit,profit_margin,churn_flag,total_events,active_users,engagement_score,engagement_level,last_activity_date
CMP_000315,"Becker, Taylor and Davis",Retail,Small Business,SMB,Business,5489.00,5049.33,91.99,0,284,5,2728,High,2026-06-20
CMP_000316,"Lucas, Parker and Alexander",Education,Enterprise,SMB,Professional,1990.00,1430.30,71.87,0,34190,462,313076,High,2026-07-27
CMP_000318,Burgess-Thompson,Manufacturing,Startup,SMB,Business,48502.80,46822.68,96.54,0,70,1,649,High,2026-06-24
CMP_000319,Buchanan LLC,Professional Services,Mid-Market,SMB,Business,5988.00,5508.36,91.99,0,4144,49,37998,High,2026-07-27
CMP_000320,"Shaw, Nelson and Martin",Finance,Mid-Market,Mid-Market,Business,5489.00,5049.33,91.99,0,6023,82,55969,High,2026-07-26
CMP_000323,Taylor and Sons,Technology,Mid-Market,SMB,Starter,49.00,22.53,45.98,1,5180,76,47809,High,2026-07-25
CMP_000324,"Ramsey, Whitney and Coffey",Healthcare,Mid-Market,SMB,Starter,490.00,225.30,45.98,0,2539,29,23158,High,2026-07-25
CMP_000325,"Diaz, Gibbs and Smith",Professional Services,Small Business,Enterprise,Business,0,0,0,1,392,8,3631,High,2026-07-20
CMP_000327,Richards-Carson,Healthcare,Startup,SMB,Starter,588.00,270.36,45.98,0,331,2,2945,High,2026-06-30
CMP_000330,Herman-Walker,Finance,Startup,SMB,Professional,2189.00,1573.33,71.87,0,172,3,1568,High,2026-06-14
CMP_000331,Reid Group,Finance,Small Business,SMB,Starter,539.00,247.83,45.98,0,792,10,7079,High,2026-07-19
CMP_000332,"Turner, Ortiz and Taylor",Professional Services,Mid-Market,SMB,Starter,588.00,270.36,45.98,0,6845,91,63213,High,2026-07-27
CMP_000333,Torres Group,Education,Small Business,SMB,Professional,23641.20,22381.92,94.67,0,175,3,1680,High,2026-07-23
CMP_000334,Davis PLC,Retail,Mid-Market,SMB,Business,4990.00,4590.30,91.99,0,6168,91,56300,High,2026-07-27
CMP_000335,Price LLC,Professional Services,Small Business,SMB,Starter,539.00,247.83,45.98,0,1149,15,10515,High,2026-07-15
CMP_000336,"Avery, Horton and Fernandez",Technology,Small Business,SMB,Professional,2189.00,1573.33,71.87,0,1283,20,11748,High,2026-07-23
CMP_000337,"Newton, Moore and Perry",Retail,Small Business,Mid-Market,Professional,0,0,0,1,339,4,3121,High,2026-07-06
CMP_000338,Bass PLC,Finance,Small Business,SMB,Enterprise,15000.00,13050.00,87.00,0,1219,17,11176,High,2026-07-24
CMP_000339,Crosby-Ramirez,Professional Services,Startup,Enterprise,Business,5988.00,5508.36,91.99,0,69,1,585,High,2026-05-27
CMP_000340,"Wood, Ramos and Sampson",Manufacturing,Small Business,SMB,Enterprise,16500.00,14355.00,87.00,0,538,9,4905,High,2026-06-30
CMP_000341,Garcia-Jennings,Manufacturing,Small Business,Enterprise,Starter,6350.40,5859.84,92.28,0,986,10,8964,High,2026-07-19
CMP_000342,"Winters, Newman and Brown",Healthcare,Enterprise,Enterprise,Starter,588.00,270.36,45.98,0,29381,403,267577,High,2026-07-27
CMP_000343,Lopez-Martinez,Finance,Mid-Market,Mid-Market,Starter,490.00,225.30,45.98,0,4072,60,37253,High,2026-07-26
CMP_000345,"Harper, Smith and Buchanan",Retail,Startup,SMB,Professional,1990.00,1430.30,71.87,0,152,4,1396,High,2026-06-26
CMP_000346,Zhang PLC,Education,Mid-Market,SMB,Business,0,0,0,1,5937,79,54407,High,2026-07-24
CMP_000348,Willis and Sons,Finance,Enterprise,SMB,Enterprise,162000.00,155640.00,96.07,0,26270,376,239499,High,2026-07-26
CMP_000349,Schroeder-Kramer,Technology,Small Business,SMB,Starter,0,0,0,1,626,5,5801,High,2026-07-24
CMP_000350,"Smith, Garrison and Thomas",Retail,Small Business,SMB,Professional,2189.00,1573.33,71.87,0,758,12,7049,High,2026-07-19
CMP_000351,Fernandez and Sons,Education,Enterprise,SMB,Starter,539.00,247.83,45.98,0,11265,173,103125,High,2026-07-25
CMP_000352,Guerrero Inc,Healthcare,Enterprise,SMB,Professional,1990.00,1430.30,71.87,0,8749,133,79175,High,2026-07-25
CMP_000353,Smith and Sons,Finance,Mid-Market,SMB,Enterprise,15000.00,13050.00,87.00,0,4509,56,41335,High,2026-07-27
CMP_000354,"Morris, Thompson and Williams",Technology,Mid-Market,Enterprise,Business,4990.00,4590.30,91.99,0,6526,88,60032,High,2026-07-24
CMP_000357,Hayes and Sons,Technology,Small Business,SMB,Starter,539.00,247.83,45.98,0,1244,17,11642,High,2026-07-26
CMP_000358,"Williams, Logan and Camacho",Technology,Enterprise,Mid-Market,Professional,2189.00,1573.33,71.87,0,14385,185,131176,High,2026-07-25
CMP_000360,Boone-Simmons,Retail,Small Business,SMB,Professional,2189.00,1573.33,71.87,0,605,8,5508,High,2026-07-14
CMP_000361,Henry Group,Professional Services,Small Business,Mid-Market,Professional,25790.40,24416.64,94.67,0,1057,14,9650,High,2026-07-23
CMP_000363,"Hernandez, Martinez and Weber",Professional Services,Small Business,Mid-Market,Starter,490.00,225.30,45.98,0,487,9,4444,High,2026-07-26
CMP_000364,"Kelley, Nguyen and Vang",Healthcare,Small Business,SMB,Business,4990.00,4590.30,91.99,0,1231,16,11002,High,2026-07-18
CMP_000365,"Phillips, Wagner and Jordan",Finance,Small Business,SMB,Business,0,0,0,1,627,10,5856,High,2026-07-20
CMP_000366,"Wilson, Pena and Rich",Retail,Enterprise,SMB,Business,59281.20,57227.72,96.54,0,31198,422,285169,High,2026-07-27
CMP_000367,"Le, Lewis and Hayes",Retail,Small Business,SMB,Professional,25790.40,24416.64,94.67,0,839,13,7783,High,2026-07-20
CMP_000369,Perry-Davis,Manufacturing,Small Business,SMB,Professional,2388.00,1716.36,71.87,0,312,4,2705,High,2026-07-11
CMP_000370,Edwards-Scott,Healthcare,Mid-Market,SMB,Starter,539.00,247.83,45.98,0,5926,94,53943,High,2026-07-25
CMP_000373,Reynolds Ltd,Healthcare,Mid-Market,Enterprise,Starter,539.00,247.83,45.98,0,4426,58,40685,High,2026-07-27
CMP_000374,"Watson, Anderson and Brown",Technology,Startup,SMB,Professional,199.00,143.03,71.87,1,116,2,991,High,2026-06-23
CMP_000375,"Hoffman, Santiago and Jenkins",Retail,Mid-Market,SMB,Starter,0,0,0,1,1670,22,15024,High,2026-07-14
CMP_000376,"Pugh, Henderson and Moon",Education,Startup,SMB,Professional,1990.00,1430.30,71.87,0,122,4,1141,High,2026-06-26
CMP_000377,Schmitt PLC,Retail,Mid-Market,SMB,Starter,588.00,270.36,45.98,0,5326,80,48173,High,2026-07-25
CMP_000380,Boone LLC,Finance,Small Business,SMB,Starter,0,0,0,1,1209,14,11119,High,2026-07-25
CMP_000381,"Richardson, Farmer and Andrews",Manufacturing,Small Business,SMB,Starter,294.00,135.18,45.98,1,1298,16,11952,High,2026-07-17
CMP_000383,"Austin, Day and Johnson",Manufacturing,Startup,SMB,Professional,2388.00,1716.36,71.87,0,233,4,2146,High,2026-07-10
CMP_000384,"Gallegos, Adams and White",Technology,Small Business,SMB,Professional,2388.00,1716.36,71.87,0,978,20,9254,High,2026-07-23
CMP_000385,"Farmer, Dorsey and Bell",Retail,Small Business,SMB,Starter,490.00,225.30,45.98,0,385,7,3548,High,2026-07-09
CMP_000386,Kane PLC,Retail,Small Business,SMB,Professional,2388.00,1716.36,71.87,0,495,6,4569,High,2026-07-20
CMP_000387,"Morales, Thomas and Schultz",Technology,Startup,Enterprise,Business,5489.00,5049.33,91.99,0,263,2,2407,High,2026-07-20
CMP_000388,Davis PLC,Healthcare,Startup,SMB,Starter,392.00,180.24,45.98,0,76,1,646,High,2026-06-04
CMP_000390,Moore-Collins,Finance,Small Business,Enterprise,Professional,2388.00,1716.36,71.87,0,727,14,6705,High,2026-07-05
CMP_000393,Webster Inc,Manufacturing,Mid-Market,SMB,Professional,23641.20,22381.92,94.67,0,1262,21,11727,High,2026-07-23
CMP_000394,"Miller, Ramos and Coleman",Manufacturing,Small Business,SMB,Starter,539.00,247.83,45.98,0,944,13,8272,High,2026-07-15
CMP_000395,"Ramos, Nelson and Fischer",Finance,Small Business,Enterprise,Professional,1990.00,1430.30,71.87,0,429,9,3899,High,2026-07-15
CMP_000396,Reed Inc,Education,Startup,Mid-Market,Professional,1592.00,1144.24,71.87,0,470,4,4559,High,2026-07-27
CMP_000397,Gregory-Watkins,Education,Small Business,Mid-Market,Starter,392.00,180.24,45.98,0,1029,12,9425,High,2026-07-25
CMP_000398,"Estrada, Williams and Foster",Education,Startup,Mid-Market,Starter,539.00,247.83,45.98,0,247,4,2405,High,2026-07-24
CMP_000399,"Brown, Harris and Dougherty",Technology,Mid-Market,SMB,Professional,0,0,0,1,2908,39,26788,High,2026-07-23
CMP_000400,Duran LLC,Technology,Mid-Market,SMB,Professional,2189.00,1573.33,71.87,0,4490,63,41640,High,2026-07-27
CMP_000401,Wilson-Jimenez,Education,Mid-Market,SMB,Enterprise,12000.00,10440.00,87.00,0,4459,55,40660,High,2026-07-26
CMP_000402,Thompson-James,Manufacturing,Small Business,Enterprise,Starter,0,0,0,1,1509,15,13834,High,2026-07-21
CMP_000404,Jones-Hensley,Retail,Enterprise,SMB,Professional,1990.00,1430.30,71.87,0,24783,325,225159,High,2026-07-27
CMP_000406,Atkins PLC,Healthcare,Startup,Enterprise,Starter,539.00,247.83,45.98,0,256,3,2264,High,2026-07-18
CMP_000408,Roberts-Sullivan,Education,Startup,Mid-Market,Starter,539.00,247.83,45.98,0,189,2,1824,High,2026-07-24
CMP_000410,Collier-Gillespie,Finance,Startup,SMB,Professional,2189.00,1573.33,71.87,0,266,5,2439,High,2026-07-21
CMP_000411,Kim Inc,Technology,Startup,Mid-Market,Business,5988.00,5508.36,91.99,0,159,1,1489,High,2026-07-16
CMP_000412,Graham Group,Education,Mid-Market,SMB,Professional,1990.00,1430.30,71.87,0,6251,87,56951,High,2026-07-25
CMP_000413,"Miller, Harrell and Reese",Technology,Mid-Market,SMB,Starter,5292.00,4883.20,92.28,0,5876,86,54366,High,2026-07-26
CMP_000414,Cook and Sons,Finance,Startup,SMB,Starter,5821.20,5371.52,92.28,0,387,4,3584,High,2026-07-16
CMP_000415,Dixon Inc,Education,Mid-Market,SMB,Starter,5821.20,5371.52,92.28,0,3778,51,35009,High,2026-07-26
CMP_000418,Thomas and Sons,Education,Startup,SMB,Professional,1990.00,1430.30,71.87,0,198,4,1830,High,2026-06-22
CMP_000419,Morrison Ltd,Healthcare,Mid-Market,SMB,Professional,2189.00,1573.33,71.87,0,3516,50,32630,High,2026-07-25
CMP_000420,Thompson Ltd,Education,Startup,SMB,Starter,5292.00,4883.20,92.28,0,254,4,2213,High,2026-07-22
CMP_000421,Marshall-Elliott,Healthcare,Mid-Market,Mid-Market,Starter,0,0,0,1,6276,82,57142,High,2026-07-26
CMP_000424,Hernandez-Jones,Retail,Enterprise,SMB,Professional,0,0,0,1,34926,460,320155,High,2026-07-26
CMP_000425,Welch-Hogan,Healthcare,Enterprise,SMB,Starter,6350.40,5859.84,92.28,0,30839,429,280576,High,2026-07-27
CMP_000426,"Brown, Romero and Collins",Retail,Mid-Market,SMB,Starter,539.00,247.83,45.98,0,2249,31,20523,High,2026-07-23
CMP_000428,Jones-Lin,Education,Mid-Market,SMB,Business,5988.00,5508.36,91.99,0,2910,37,26441,High,2026-07-26
CMP_000429,Gilbert PLC,Education,Startup,SMB,Starter,0,0,0,1,190,3,1789,High,2026-06-29
CMP_000431,"Huang, Cole and Pacheco",Technology,Small Business,SMB,Professional,1990.00,1430.30,71.87,0,987,14,9251,High,2026-07-18
CMP_000432,"Lopez, Jacobs and Mason",Finance,Small Business,SMB,Enterprise,16500.00,14355.00,87.00,0,1068,14,9724,High,2026-07-22
CMP_000434,"Miller, Lucas and Williams",Finance,Enterprise,SMB,Starter,441.00,202.77,45.98,0,27934,384,255491,High,2026-07-27
CMP_000435,"Kim, Gonzales and Mills",Technology,Startup,SMB,Starter,0,0,0,1,143,1,1293,High,2026-07-03
CMP_000439,Davis-Gregory,Technology,Enterprise,Enterprise,Starter,5821.20,5371.52,92.28,0,13605,184,125665,High,2026-07-24
CMP_000441,"Marks, Cook and Aguilar",Healthcare,Startup,Enterprise,Starter,490.00,225.30,45.98,0,55,1,482,Medium,2026-04-28
CMP_000442,Rangel LLC,Healthcare,Startup,Enterprise,Professional,21492.00,20347.20,94.67,0,215,5,1947,High,2026-07-06
CMP_000443,"Hale, Myers and Larson",Retail,Small Business,Enterprise,Professional,2189.00,1573.33,71.87,0,435,8,4008,High,2026-07-08
CMP_000446,"Osborn, Gaines and Davis",Technology,Small Business,SMB,Starter,6350.40,5859.84,92.28,0,1008,14,9121,High,2026-07-21
CMP_000447,"Henderson, Cox and Cox",Professional Services,Small Business,SMB,Starter,5292.00,4883.20,92.28,0,576,7,5353,High,2026-07-12
CMP_000448,Bean LLC,Professional Services,Enterprise,Mid-Market,Business,59281.20,57227.72,96.54,0,33837,474,309562,High,2026-07-27
CMP_000449,Lee-Cooke,Retail,Startup,SMB,Professional,0,0,0,1,512,4,4588,High,2026-07-19
CMP_000450,Jones Inc,Retail,Small Business,Enterprise,Starter,0,0,0,1,916,13,8289,High,2026-07-12
CMP_000451,"Wise, Conley and Stephenson",Finance,Mid-Market,SMB,Enterprise,16500.00,14355.00,87.00,0,7706,99,70404,High,2026-07-24
CMP_000453,Harper and Sons,Technology,Mid-Market,SMB,Starter,539.00,247.83,45.98,0,5558,79,50888,High,2026-07-24
CMP_000454,White Ltd,Technology,Small Business,Mid-Market,Starter,588.00,270.36,45.98,0,480,11,4268,High,2026-07-14
CMP_000455,"Lamb, Martin and Kim",Professional Services,Startup,Mid-Market,Starter,49.00,22.53,45.98,1,395,4,3899,High,2026-07-24
CMP_000456,Diaz-Ball,Finance,Startup,SMB,Business,4990.00,4590.30,91.99,0,256,2,2546,High,2026-07-08
CMP_000457,Bishop-Goodwin,Technology,Startup,Enterprise,Starter,0,0,0,1,74,1,749,High,2026-06-14
CMP_000458,Young-Allen,Education,Startup,Enterprise,Starter,539.00,247.83,45.98,0,367,5,3314,High,2026-07-13
CMP_000459,Mckee-Lee,Retail,Small Business,SMB,Business,5988.00,5508.36,91.99,0,916,15,8754,High,2026-07-15
CMP_000460,"Valentine, Joyce and Murray",Healthcare,Mid-Market,Enterprise,Starter,588.00,270.36,45.98,0,2613,36,24076,High,2026-07-27
CMP_000462,Burch-Montoya,Technology,Small Business,SMB,Professional,0,0,0,1,138,4,1276,High,2026-05-21
CMP_000463,"Taylor, Wright and Davidson",Manufacturing,Mid-Market,SMB,Professional,2189.00,1573.33,71.87,0,4855,79,44283,High,2026-07-25
CMP_000464,Spencer-Garcia,Manufacturing,Small Business,SMB,Professional,2388.00,1716.36,71.87,0,783,9,6894,High,2026-07-23
CMP_000465,"Rosales, Mitchell and Hines",Healthcare,Small Business,SMB,Professional,2388.00,1716.36,71.87,0,424,9,3898,High,2026-07-05
CMP_000466,Cole-Palmer,Technology,Enterprise,SMB,Starter,588.00,270.36,45.98,0,17980,258,164682,High,2026-07-26
CMP_000467,Davis-Lozano,Manufacturing,Startup,SMB,Professional,2189.00,1573.33,71.87,0,296,4,2622,High,2026-07-18
CMP_000471,Walker-Flores,Technology,Startup,SMB,Professional,1990.00,1430.30,71.87,0,240,4,2153,High,2026-06-30
CMP_000472,Combs Ltd,Retail,Startup,Mid-Market,Starter,588.00,270.36,45.98,0,367,5,3248,High,2026-06-24
CMP_000476,Gilbert-Bullock,Education,Small Business,Enterprise,Professional,25790.40,24416.64,94.67,0,472,6,4222,High,2026-07-26
CMP_000480,Barnes PLC,Technology,Mid-Market,SMB,Professional,2189.00,1573.33,71.87,0,6028,88,55203,High,2026-07-27
CMP_000482,Carlson-Smith,Technology,Startup,Enterprise,Business,5988.00,5508.36,91.99,0,191,3,1762,High,2026-07-11
CMP_000483,"Andrews, Higgins and Carter",Technology,Startup,SMB,Professional,2189.00,1573.33,71.87,0,266,5,2490,High,2026-07-18
CMP_000484,Mendez and Sons,Retail,Startup,Mid-Market,Professional,23641.20,22381.92,94.67,0,290,5,2536,High,2026-07-02
CMP_000485,"Butler, Beck and Miller",Finance,Small Business,SMB,Professional,1194.00,858.18,71.87,1,207,3,1887,High,2026-07-21
CMP_000487,"Hartman, Romero and Smith",Professional Services,Enterprise,SMB,Business,5988.00,5508.36,91.99,0,34861,476,317562,High,2026-07-27
CMP_000488,Williams-Hughes,Professional Services,Startup,SMB,Starter,441.00,202.77,45.98,0,61,1,604,High,2026-06-28
CMP_000489,King-Smith,Healthcare,Startup,SMB,Professional,2189.00,1573.33,71.87,0,278,5,2579,High,2026-07-13
CMP_000490,Cooper Ltd,Retail,Startup,SMB,Business,64670.40,62430.24,96.54,0,296,5,2875,High,2026-07-11
CMP_000492,Anderson-Bell,Education,Small Business,SMB,Professional,1791.00,1287.27,71.87,0,969,17,9084,High,2026-07-25
CMP_000493,Li-Thompson,Finance,Startup,SMB,Business,4990.00,4590.30,91.99,0,224,5,1982,High,2026-07-13
CMP_000494,"Marshall, Dominguez and Welch",Retail,Startup,Enterprise,Business,59281.20,57227.72,96.54,0,284,5,2582,High,2026-07-10
CMP_000496,Carter Inc,Technology,Mid-Market,SMB,Starter,588.00,270.36,45.98,0,1513,20,13667,High,2026-07-21
CMP_000497,Blackwell LLC,Technology,Startup,SMB,Starter,490.00,225.30,45.98,0,252,5,2362,High,2026-07-04
CMP_000498,Robertson-Hays,Finance,Mid-Market,SMB,Business,5988.00,5508.36,91.99,0,6904,94,62939,High,2026-07-25
CMP_000500,Kelly-Norman,Technology,Small Business,SMB,Starter,490.00,225.30,45.98,0,867,13,7947,High,2026-07-19
CMP_000501,"Rivera, Martinez and Richardson",Finance,Mid-Market,SMB,Business,4990.00,4590.30,91.99,0,4168,51,38195,High,2026-07-27
CMP_000502,Paul-Kline,Healthcare,Mid-Market,SMB,Starter,490.00,225.30,45.98,0,4659,57,42283,High,2026-07-26
CMP_000503,Morgan-Lopez,Healthcare,Small Business,SMB,Professional,2388.00,1716.36,71.87,0,1283,20,11530,High,2026-07-15
CMP_000504,"Jimenez, Glass and Stone",Healthcare,Enterprise,SMB,Professional,2388.00,1716.36,71.87,0,20102,289,182412,High,2026-07-25
CMP_000506,Morrison-Short,Retail,Mid-Market,SMB,Business,5988.00,5508.36,91.99,0,2180,35,20229,High,2026-07-22
CMP_000507,"Carter, Garcia and Murphy",Technology,Mid-Market,SMB,Professional,0,0,0,1,6741,95,62025,High,2026-07-24
CMP_000508,Parker-Morrison,Retail,Small Business,SMB,Professional,2189.00,1573.33,71.87,0,900,13,8242,High,2026-07-14
CMP_000509,Jackson-Wallace,Finance,Small Business,SMB,Starter,539.00,247.83,45.98,0,559,11,4880,High,2026-06-29
CMP_000510,Williams-Berg,Technology,Small Business,Mid-Market,Business,5988.00,5508.36,91.99,0,593,6,5346,High,2026-07-24
CMP_000511,Mendez-Graham,Technology,Enterprise,SMB,Professional,21492.00,20347.20,94.67,0,11842,179,108676,High,2026-07-24
CMP_000513,"Sullivan, Palmer and Brady",Technology,Startup,Enterprise,Enterprise,194400.00,186768.00,96.07,0,611,5,5843,High,2026-07-16
CMP_000514,Cisneros and Sons,Technology,Mid-Market,SMB,Professional,1990.00,1430.30,71.87,0,6178,90,56495,High,2026-07-25
CMP_000517,Reyes-Bradley,Healthcare,Small Business,Mid-Market,Starter,539.00,247.83,45.98,0,1134,13,10478,High,2026-07-13
CMP_000518,"Hernandez, Cole and Watson",Technology,Startup,SMB,Starter,5821.20,5371.52,92.28,0,396,5,3489,High,2026-07-16
CMP_000521,Johnson and Sons,Manufacturing,Small Business,SMB,Business,5988.00,5508.36,91.99,0,1200,16,10691,High,2026-07-26
CMP_000522,Holmes-Mcintyre,Technology,Small Business,SMB,Starter,5821.20,5371.52,92.28,0,137,3,1155,High,2026-06-17
CMP_000523,Green LLC,Education,Enterprise,Mid-Market,Professional,1990.00,1430.30,71.87,0,16331,214,149044,High,2026-07-27
CMP_000524,"Griffin, Davies and Mitchell",Retail,Small Business,SMB,Professional,19342.80,18312.48,94.67,0,491,6,4480,High,2026-07-19
CMP_000526,Hayes Ltd,Finance,Small Business,Mid-Market,Professional,1990.00,1430.30,71.87,0,742,11,6697,High,2026-07-18
CMP_000527,Osborn-Cochran,Technology,Small Business,Mid-Market,Professional,2189.00,1573.33,71.87,0,1248,16,10922,High,2026-07-22
CMP_000531,Hicks-Martinez,Professional Services,Small Business,Mid-Market,Professional,1990.00,1430.30,71.87,0,568,6,5127,High,2026-07-17
CMP_000533,Johnson-Spencer,Healthcare,Small Business,Mid-Market,Business,5988.00,5508.36,91.99,0,607,9,5644,High,2026-07-15
CMP_000534,Mcdonald-Bird,Retail,Startup,SMB,Starter,490.00,225.30,45.98,0,258,4,2401,High,2026-07-08
CMP_000535,Salazar Inc,Finance,Mid-Market,Mid-Market,Starter,0,0,0,1,2077,28,19050,High,2026-07-20
CMP_000537,"Mendoza, Jenkins and Ortiz",Technology,Small Business,Enterprise,Starter,588.00,270.36,45.98,0,625,8,5971,High,2026-07-26
CMP_000540,Humphrey PLC,Technology,Small Business,SMB,Professional,23641.20,22381.92,94.67,0,529,10,5011,High,2026-07-13
CMP_000541,"Matthews, Saunders and Anderson",Finance,Enterprise,Mid-Market,Professional,1791.00,1287.27,71.87,0,32580,455,297340,High,2026-07-27
CMP_000543,Torres and Sons,Retail,Mid-Market,Mid-Market,Professional,2388.00,1716.36,71.87,0,5083,65,46431,High,2026-07-27
CMP_000545,"Jacobson, Singleton and King",Retail,Startup,SMB,Professional,2388.00,1716.36,71.87,0,321,2,3151,High,2026-07-14
CMP_000548,"Moore, Hopkins and Le",Technology,Startup,Enterprise,Professional,1791.00,1287.27,71.87,0,291,3,2599,High,2026-07-24
CMP_000549,"Morgan, Bradshaw and Williams",Finance,Startup,Enterprise,Starter,539.00,247.83,45.98,0,75,1,712,High,2026-05-22
CMP_000554,Ballard Ltd,Finance,Small Business,SMB,Professional,25790.40,24416.64,94.67,0,275,6,2593,High,2026-07-10
CMP_000555,Evans-Jones,Retail,Small Business,SMB,Starter,539.00,247.83,45.98,0,1415,18,13161,High,2026-07-23
CMP_000557,Marshall-Peterson,Finance,Small Business,Enterprise,Starter,5292.00,4883.20,92.28,0,230,5,1873,High,2026-07-17
CMP_000558,Edwards Ltd,Retail,Startup,Enterprise,Starter,539.00,247.83,45.98,0,165,2,1596,High,2026-07-10
CMP_000559,Gross-Valencia,Retail,Mid-Market,SMB,Professional,0,0,0,1,3291,52,29362,High,2026-07-20
CMP_000560,Anderson-Wood,Retail,Small Business,SMB,Starter,0,0,0,1,604,10,5451,High,2026-07-26
CMP_000562,Wright-Davis,Healthcare,Startup,Enterprise,Enterprise,15000.00,13050.00,87.00,0,326,4,3019,High,2026-07-17
CMP_000563,Dougherty-Lin,Healthcare,Startup,SMB,Starter,441.00,202.77,45.98,0,306,4,2685,High,2026-07-10
CMP_000564,Wright-Grimes,Technology,Small Business,SMB,Starter,0,0,0,1,854,10,8193,High,2026-07-25
CMP_000566,"Edwards, Hines and Jimenez",Healthcare,Startup,Enterprise,Professional,0,0,0,1,243,3,2023,High,2026-07-19
CMP_000567,"Owens, Koch and Jimenez",Healthcare,Mid-Market,SMB,Professional,2388.00,1716.36,71.87,0,5847,90,53468,High,2026-07-26
CMP_000568,Landry PLC,Retail,Mid-Market,SMB,Starter,539.00,247.83,45.98,0,4131,63,37615,High,2026-07-21
CMP_000569,Levy-Lewis,Technology,Startup,Mid-Market,Business,59281.20,57227.72,96.54,0,274,3,2513,High,2026-07-25
CMP_000572,"Smith, Rodriguez and Anderson",Education,Enterprise,SMB,Enterprise,162000.00,155640.00,96.07,0,23295,319,212036,High,2026-07-27
CMP_000573,Luna-Gallagher,Finance,Small Business,Mid-Market,Starter,5821.20,5371.52,92.28,0,1067,14,9958,High,2026-07-21
CMP_000575,"Lee, Tran and Jones",Manufacturing,Small Business,Mid-Market,Business,37724.40,36417.64,96.54,1,1556,20,13973,High,2026-07-27
CMP_000578,Brooks-Hatfield,Healthcare,Mid-Market,SMB,Starter,588.00,270.36,45.98,0,2194,29,20482,High,2026-07-22
CMP_000579,"Mcmillan, Fischer and Gonzalez",Retail,Mid-Market,Mid-Market,Starter,588.00,270.36,45.98,0,3869,53,35240,High,2026-07-22
CMP_000580,"Morales, Williams and Williams",Healthcare,Small Business,SMB,Starter,539.00,247.83,45.98,0,1160,14,10593,High,2026-07-23
CMP_000581,"Cook, Wells and Bryant",Manufacturing,Mid-Market,SMB,Business,53892.00,52025.20,96.54,0,5617,75,51704,High,2026-07-26
CMP_000583,Martin-Ewing,Professional Services,Mid-Market,SMB,Business,5489.00,5049.33,91.99,0,3465,52,31783,High,2026-07-27
CMP_000584,"Kirby, Wheeler and Romero",Retail,Mid-Market,SMB,Starter,490.00,225.30,45.98,0,4212,67,38297,High,2026-07-23
CMP_000589,"Soto, Carlson and Baker",Healthcare,Mid-Market,SMB,Business,5988.00,5508.36,91.99,0,6056,80,54555,High,2026-07-24
CMP_000590,"Patton, Parsons and Lane",Technology,Small Business,Mid-Market,Enterprise,16500.00,14355.00,87.00,0,1186,17,11331,High,2026-07-16
CMP_000592,"Harvey, Randall and Hernandez",Healthcare,Startup,SMB,Professional,0,0,0,1,91,3,896,High,2026-05-25
CMP_000593,"Allen, Armstrong and Graves",Retail,Startup,SMB,Starter,539.00,247.83,45.98,0,76,3,799,High,2026-05-28
CMP_000594,Smith LLC,Healthcare,Enterprise,SMB,Starter,0,0,0,1,10847,156,99058,High,2026-07-26
CMP_000596,Shaw-Carr,Technology,Enterprise,SMB,Business,5489.00,5049.33,91.99,0,30240,421,275957,High,2026-07-27
CMP_000597,Salas-Fitzgerald,Technology,Mid-Market,SMB,Starter,490.00,225.30,45.98,0,1531,26,14126,High,2026-07-25
CMP_000599,Hoffman Ltd,Healthcare,Startup,Enterprise,Starter,588.00,270.36,45.98,0,214,5,1933,High,2026-05-24
CMP_000600,Fox-Edwards,Retail,Small Business,SMB,Professional,2189.00,1573.33,71.87,0,503,10,4662,High,2026-07-17
CMP_000601,Stevens PLC,Healthcare,Small Business,SMB,Professional,2189.00,1573.33,71.87,0,206,4,1896,High,2026-07-17
CMP_000604,Lee-Wright,Technology,Startup,SMB,Professional,1990.00,1430.30,71.87,0,335,4,3165,High,2026-07-11
CMP_000605,"Evans, David and Hendrix",Retail,Mid-Market,SMB,Professional,2388.00,1716.36,71.87,0,6662,96,61565,High,2026-07-25
CMP_000606,Bush-Vaughn,Manufacturing,Startup,SMB,Professional,2388.00,1716.36,71.87,0,17,1,166,Medium,2026-03-05
CMP_000608,"Hill, Martinez and Rhodes",Manufacturing,Mid-Market,Mid-Market,Starter,539.00,247.83,45.98,0,2215,31,20339,High,2026-07-22
CMP_000611,Williams-Moses,Manufacturing,Mid-Market,SMB,Business,5988.00,5508.36,91.99,0,3994,47,36207,High,2026-07-27
CMP_000612,Reed Group,Technology,Small Business,SMB,Business,5489.00,5049.33,91.99,0,342,4,3118,High,2026-07-20
CMP_000613,"Scott, Mendoza and Harris",Retail,Startup,SMB,Business,4491.00,4131.27,91.99,0,272,4,2407,High,2026-07-15
CMP_000615,Gilbert PLC,Finance,Small Business,SMB,Business,5489.00,5049.33,91.99,0,742,15,6725,High,2026-07-14
CMP_000617,"Perez, Hall and Garcia",Technology,Small Business,SMB,Professional,21492.00,20347.20,94.67,0,920,12,8489,High,2026-07-12
CMP_000619,Smith PLC,Healthcare,Small Business,SMB,Business,5988.00,5508.36,91.99,0,736,12,6424,High,2026-07-23
CMP_000622,Morris-Brewer,Technology,Small Business,SMB,Professional,23641.20,22381.92,94.67,0,790,10,7563,High,2026-07-08
