company_id,company_name,industry,company_size,customer_segment,country,region,acquisition_channel,plan,billing_cycle,monthly_price,total_revenue,total_profit,total_payments,churn_flag,customer_lifetime_days,customer_value_segment
CMP_000251,Moon-White,Professional Services,Small Business,SMB,Germany,Europe,Partner,Enterprise,Annual,16200.00,194400.00,186768.00,12,0,1714,High Value
CMP_000254,"Garcia, Martin and Jenkins",Retail,Small Business,SMB,Canada,North America,Organic Search,Professional,Monthly,199.00,2189.00,1573.33,11,0,1203,Low Value
CMP_000258,"Bryan, Smith and Booth",Technology,Small Business,SMB,France,Europe,LinkedIn Ads,Starter,Annual,529.20,5821.20,5371.52,11,0,1434,Medium Value
CMP_000259,Gutierrez-Lopez,Technology,Small Business,SMB,Brazil,Latin America,LinkedIn Ads,Professional,Monthly,199.00,1990.00,1430.30,10,0,1370,Low Value
CMP_000260,Dean-Jimenez,Healthcare,Startup,SMB,Kenya,Africa,Email Marketing,Professional,Monthly,199.00,1990.00,1430.30,10,0,1768,Low Value
CMP_000261,Wolf-Harris,Professional Services,Small Business,SMB,France,Europe,LinkedIn Ads,Professional,Annual,2149.20,23641.20,22381.92,11,0,783,High Value
CMP_000264,"Lloyd, Mckinney and Collins",Technology,Mid-Market,Mid-Market,United Kingdom,Europe,Organic Search,Professional,Monthly,199.00,1990.00,1430.30,10,0,2198,Low Value
CMP_000265,Tran Inc,Healthcare,Mid-Market,Mid-Market,Canada,North America,Referral,Professional,Monthly,199.00,2388.00,1716.36,12,0,772,Low Value
CMP_000266,Gay Inc,Technology,Startup,SMB,Canada,North America,Google Ads,Starter,Monthly,49.00,539.00,247.83,11,0,1986,Low Value
CMP_000269,Hicks-Hill,Finance,Small Business,SMB,Singapore,Asia-Pacific,Referral,Professional,Monthly,199.00,0,0,0,1,252,Low Value
CMP_000274,Hoover-Campbell,Finance,Startup,SMB,Chile,Latin America,Partner,Business,Annual,5389.20,64670.40,62430.24,12,0,1846,High Value
CMP_000275,Monroe-Carpenter,Manufacturing,Startup,Mid-Market,Canada,North America,Organic Search,Starter,Monthly,49.00,490.00,225.30,10,0,2057,Low Value
CMP_000276,"Burns, Hernandez and Ryan",Retail,Startup,SMB,Canada,North America,Partner,Business,Annual,5389.20,64670.40,62430.24,12,0,1948,High Value
CMP_000277,Cook-Hines,Finance,Mid-Market,SMB,Australia,Asia-Pacific,Google Ads,Starter,Monthly,49.00,588.00,270.36,12,0,1187,Low Value
CMP_000280,"Reyes, Chase and Jenkins",Finance,Startup,Mid-Market,Chile,Latin America,Google Ads,Professional,Monthly,199.00,2388.00,1716.36,12,0,1777,Low Value
CMP_000282,Hughes-Alvarado,Healthcare,Mid-Market,SMB,Tanzania,Africa,LinkedIn Ads,Business,Monthly,499.00,4990.00,4590.30,10,0,1336,Medium Value
CMP_000283,"Pollard, Simpson and Johnson",Retail,Startup,SMB,Kenya,Africa,Organic Search,Professional,Monthly,199.00,2189.00,1573.33,11,0,1298,Low Value
CMP_000284,"Sanford, Rivera and Garcia",Finance,Small Business,Mid-Market,Germany,Europe,Organic Search,Starter,Annual,529.20,6350.40,5859.84,12,0,1871,Medium Value
CMP_000286,Bowen Group,Manufacturing,Enterprise,Mid-Market,United States,North America,Google Ads,Business,Monthly,499.00,5489.00,5049.33,11,0,767,Medium Value
CMP_000287,"Booker, Jones and Harrington",Manufacturing,Startup,Enterprise,Canada,North America,LinkedIn Ads,Business,Monthly,499.00,4990.00,4590.30,10,0,1574,Medium Value
CMP_000288,Morgan-Schwartz,Healthcare,Small Business,SMB,France,Europe,Content Marketing,Professional,Monthly,199.00,1990.00,1430.30,10,0,1837,Low Value
CMP_000290,"James, Stewart and Higgins",Manufacturing,Startup,SMB,Germany,Europe,LinkedIn Ads,Business,Annual,5389.20,53892.00,52025.20,10,0,1980,High Value
CMP_000291,Brennan-Johnson,Healthcare,Mid-Market,SMB,Japan,Asia-Pacific,Organic Search,Starter,Monthly,49.00,588.00,270.36,12,0,1515,Low Value
CMP_000292,Young Ltd,Healthcare,Startup,SMB,Japan,Asia-Pacific,Email Marketing,Professional,Monthly,199.00,1791.00,1287.27,9,0,494,Low Value
CMP_000293,Bright-Francis,Retail,Small Business,SMB,Australia,Asia-Pacific,Organic Search,Business,Monthly,499.00,5988.00,5508.36,12,0,700,Medium Value
CMP_000294,Good-Hodges,Retail,Small Business,SMB,Brazil,Latin America,Email Marketing,Enterprise,Monthly,1500.00,16500.00,14355.00,11,0,667,High Value
CMP_000295,"Brennan, Wallace and Benson",Finance,Startup,SMB,Canada,North America,Content Marketing,Business,Monthly,499.00,4990.00,4590.30,10,0,1003,Medium Value
CMP_000296,Williams Inc,Technology,Startup,Enterprise,Tanzania,Africa,Organic Search,Professional,Monthly,199.00,2189.00,1573.33,11,0,1518,Low Value
CMP_000297,Howard-Jordan,Professional Services,Startup,SMB,Mexico,North America,Organic Search,Professional,Monthly,199.00,1990.00,1430.30,10,0,2235,Low Value
CMP_000299,"Sparks, Jackson and Miller",Technology,Enterprise,Mid-Market,India,Asia-Pacific,LinkedIn Ads,Starter,Monthly,49.00,490.00,225.30,10,0,2088,Low Value
CMP_000304,Jones LLC,Education,Enterprise,SMB,Singapore,Asia-Pacific,Google Ads,Professional,Monthly,199.00,0,0,0,1,318,Low Value
CMP_000308,Armstrong-Andrews,Technology,Small Business,SMB,Japan,Asia-Pacific,Partner,Starter,Monthly,49.00,588.00,270.36,12,0,564,Low Value
CMP_000311,"Beltran, Lozano and Mcgee",Technology,Small Business,SMB,Kenya,Africa,Referral,Professional,Monthly,199.00,0,0,0,1,111,Low Value
CMP_000312,Parsons-Hall,Retail,Startup,SMB,Germany,Europe,Referral,Business,Monthly,499.00,5988.00,5508.36,12,0,1181,Medium Value
CMP_000313,Robinson-Lee,Finance,Small Business,SMB,Tanzania,Africa,Google Ads,Starter,Monthly,49.00,539.00,247.83,11,0,1823,Low Value
CMP_000314,Byrd-Le,Healthcare,Startup,Mid-Market,Kenya,Africa,Partner,Starter,Monthly,49.00,588.00,270.36,12,0,2154,Low Value
CMP_000315,"Becker, Taylor and Davis",Retail,Small Business,SMB,India,Asia-Pacific,Referral,Business,Monthly,499.00,5489.00,5049.33,11,0,2222,Medium Value
CMP_000316,"Lucas, Parker and Alexander",Education,Enterprise,SMB,Mexico,North America,LinkedIn Ads,Professional,Monthly,199.00,1990.00,1430.30,10,0,2295,Low Value
CMP_000318,Burgess-Thompson,Manufacturing,Startup,SMB,Singapore,Asia-Pacific,LinkedIn Ads,Business,Annual,5389.20,48502.80,46822.68,9,0,1461,High Value
CMP_000319,Buchanan LLC,Professional Services,Mid-Market,SMB,Mexico,North America,Organic Search,Business,Monthly,499.00,5988.00,5508.36,12,0,1315,Medium Value
CMP_000320,"Shaw, Nelson and Martin",Finance,Mid-Market,Mid-Market,Germany,Europe,Organic Search,Business,Monthly,499.00,5489.00,5049.33,11,0,969,Medium Value
CMP_000323,Taylor and Sons,Technology,Mid-Market,SMB,Germany,Europe,Referral,Starter,Monthly,49.00,49.00,22.53,1,1,327,Low Value
CMP_000324,"Ramsey, Whitney and Coffey",Healthcare,Mid-Market,SMB,India,Asia-Pacific,Organic Search,Starter,Monthly,49.00,490.00,225.30,10,0,564,Low Value
CMP_000325,"Diaz, Gibbs and Smith",Professional Services,Small Business,Enterprise,France,Europe,Organic Search,Business,Monthly,499.00,0,0,0,1,150,Low Value
CMP_000327,Richards-Carson,Healthcare,Startup,SMB,Spain,Europe,Organic Search,Starter,Monthly,49.00,588.00,270.36,12,0,1357,Low Value
CMP_000330,Herman-Walker,Finance,Startup,SMB,Nigeria,Africa,Organic Search,Professional,Monthly,199.00,2189.00,1573.33,11,0,2187,Low Value
CMP_000331,Reid Group,Finance,Small Business,SMB,Singapore,Asia-Pacific,Organic Search,Starter,Monthly,49.00,539.00,247.83,11,0,1043,Low Value
CMP_000332,"Turner, Ortiz and Taylor",Professional Services,Mid-Market,SMB,Germany,Europe,Google Ads,Starter,Monthly,49.00,588.00,270.36,12,0,1854,Low Value
CMP_000333,Torres Group,Education,Small Business,SMB,Australia,Asia-Pacific,Content Marketing,Professional,Annual,2149.20,23641.20,22381.92,11,0,928,High Value
CMP_000334,Davis PLC,Retail,Mid-Market,SMB,Mexico,North America,LinkedIn Ads,Business,Monthly,499.00,4990.00,4590.30,10,0,1014,Medium Value
CMP_000335,Price LLC,Professional Services,Small Business,SMB,Tanzania,Africa,Organic Search,Starter,Monthly,49.00,539.00,247.83,11,0,1743,Low Value
CMP_000336,"Avery, Horton and Fernandez",Technology,Small Business,SMB,Australia,Asia-Pacific,Organic Search,Professional,Monthly,199.00,2189.00,1573.33,11,0,1818,Low Value
CMP_000337,"Newton, Moore and Perry",Retail,Small Business,Mid-Market,Japan,Asia-Pacific,Google Ads,Professional,Monthly,199.00,0,0,0,1,145,Low Value
CMP_000338,Bass PLC,Finance,Small Business,SMB,Argentina,Latin America,Organic Search,Enterprise,Monthly,1500.00,15000.00,13050.00,10,0,1951,High Value
CMP_000339,Crosby-Ramirez,Professional Services,Startup,Enterprise,Japan,Asia-Pacific,Organic Search,Business,Monthly,499.00,5988.00,5508.36,12,0,1294,Medium Value
CMP_000340,"Wood, Ramos and Sampson",Manufacturing,Small Business,SMB,Australia,Asia-Pacific,Google Ads,Enterprise,Monthly,1500.00,16500.00,14355.00,11,0,1919,High Value
CMP_000341,Garcia-Jennings,Manufacturing,Small Business,Enterprise,Argentina,Latin America,Google Ads,Starter,Annual,529.20,6350.40,5859.84,12,0,1707,Medium Value
CMP_000342,"Winters, Newman and Brown",Healthcare,Enterprise,Enterprise,Mexico,North America,Referral,Starter,Monthly,49.00,588.00,270.36,12,0,727,Low Value
CMP_000343,Lopez-Martinez,Finance,Mid-Market,Mid-Market,Australia,Asia-Pacific,Organic Search,Starter,Monthly,49.00,490.00,225.30,10,0,2098,Low Value
CMP_000345,"Harper, Smith and Buchanan",Retail,Startup,SMB,Nigeria,Africa,Partner,Professional,Monthly,199.00,1990.00,1430.30,10,0,1868,Low Value
CMP_000346,Zhang PLC,Education,Mid-Market,SMB,Australia,Asia-Pacific,Organic Search,Business,Annual,5389.20,0,0,0,1,192,Low Value
CMP_000348,Willis and Sons,Finance,Enterprise,SMB,Japan,Asia-Pacific,Organic Search,Enterprise,Annual,16200.00,162000.00,155640.00,10,0,1885,High Value
CMP_000349,Schroeder-Kramer,Technology,Small Business,SMB,Mexico,North America,Referral,Starter,Annual,529.20,0,0,0,1,54,Low Value
CMP_000350,"Smith, Garrison and Thomas",Retail,Small Business,SMB,Chile,Latin America,Organic Search,Professional,Monthly,199.00,2189.00,1573.33,11,0,695,Low Value
CMP_000351,Fernandez and Sons,Education,Enterprise,SMB,South Africa,Africa,Partner,Starter,Monthly,49.00,539.00,247.83,11,0,1488,Low Value
CMP_000352,Guerrero Inc,Healthcare,Enterprise,SMB,Chile,Latin America,LinkedIn Ads,Professional,Monthly,199.00,1990.00,1430.30,10,0,1010,Low Value
CMP_000353,Smith and Sons,Finance,Mid-Market,SMB,Kenya,Africa,Google Ads,Enterprise,Monthly,1500.00,15000.00,13050.00,10,0,789,High Value
CMP_000354,"Morris, Thompson and Williams",Technology,Mid-Market,Enterprise,Mexico,North America,Google Ads,Business,Monthly,499.00,4990.00,4590.30,10,0,731,Medium Value
CMP_000357,Hayes and Sons,Technology,Small Business,SMB,Australia,Asia-Pacific,LinkedIn Ads,Starter,Monthly,49.00,539.00,247.83,11,0,1956,Low Value
CMP_000358,"Williams, Logan and Camacho",Technology,Enterprise,Mid-Market,Nigeria,Africa,Referral,Professional,Monthly,199.00,2189.00,1573.33,11,0,651,Low Value
CMP_000360,Boone-Simmons,Retail,Small Business,SMB,Australia,Asia-Pacific,Organic Search,Professional,Monthly,199.00,2189.00,1573.33,11,0,1301,Low Value
CMP_000361,Henry Group,Professional Services,Small Business,Mid-Market,Argentina,Latin America,Content Marketing,Professional,Annual,2149.20,25790.40,24416.64,12,0,1252,High Value
CMP_000363,"Hernandez, Martinez and Weber",Professional Services,Small Business,Mid-Market,Germany,Europe,Referral,Starter,Monthly,49.00,490.00,225.30,10,0,862,Low Value
CMP_000364,"Kelley, Nguyen and Vang",Healthcare,Small Business,SMB,Australia,Asia-Pacific,Email Marketing,Business,Monthly,499.00,4990.00,4590.30,10,0,1947,Medium Value
CMP_000365,"Phillips, Wagner and Jordan",Finance,Small Business,SMB,Brazil,Latin America,Google Ads,Business,Annual,5389.20,0,0,0,1,159,Low Value
CMP_000366,"Wilson, Pena and Rich",Retail,Enterprise,SMB,Kenya,Africa,LinkedIn Ads,Business,Annual,5389.20,59281.20,57227.72,11,0,727,High Value
CMP_000367,"Le, Lewis and Hayes",Retail,Small Business,SMB,United Kingdom,Europe,LinkedIn Ads,Professional,Annual,2149.20,25790.40,24416.64,12,0,1653,High Value
CMP_000369,Perry-Davis,Manufacturing,Small Business,SMB,France,Europe,Google Ads,Professional,Monthly,199.00,2388.00,1716.36,12,0,982,Low Value
CMP_000370,Edwards-Scott,Healthcare,Mid-Market,SMB,Spain,Europe,Content Marketing,Starter,Monthly,49.00,539.00,247.83,11,0,1297,Low Value
CMP_000373,Reynolds Ltd,Healthcare,Mid-Market,Enterprise,Chile,Latin America,Referral,Starter,Monthly,49.00,539.00,247.83,11,0,1438,Low Value
CMP_000374,"Watson, Anderson and Brown",Technology,Startup,SMB,Canada,North America,Referral,Professional,Monthly,199.00,199.00,143.03,1,1,78,Low Value
CMP_000375,"Hoffman, Santiago and Jenkins",Retail,Mid-Market,SMB,Japan,Asia-Pacific,Organic Search,Starter,Monthly,49.00,0,0,0,1,287,Low Value
CMP_000376,"Pugh, Henderson and Moon",Education,Startup,SMB,Australia,Asia-Pacific,Google Ads,Professional,Monthly,199.00,1990.00,1430.30,10,0,588,Low Value
CMP_000377,Schmitt PLC,Retail,Mid-Market,SMB,Australia,Asia-Pacific,LinkedIn Ads,Starter,Monthly,49.00,588.00,270.36,12,0,1162,Low Value
CMP_000380,Boone LLC,Finance,Small Business,SMB,United Kingdom,Europe,Organic Search,Starter,Monthly,49.00,0,0,0,1,262,Low Value
CMP_000381,"Richardson, Farmer and Andrews",Manufacturing,Small Business,SMB,Brazil,Latin America,Referral,Starter,Monthly,49.00,294.00,135.18,6,1,232,Low Value
CMP_000383,"Austin, Day and Johnson",Manufacturing,Startup,SMB,Canada,North America,Organic Search,Professional,Monthly,199.00,2388.00,1716.36,12,0,1629,Low Value
CMP_000384,"Gallegos, Adams and White",Technology,Small Business,SMB,Singapore,Asia-Pacific,Content Marketing,Professional,Monthly,199.00,2388.00,1716.36,12,0,1791,Low Value
CMP_000385,"Farmer, Dorsey and Bell",Retail,Small Business,SMB,Kenya,Africa,Organic Search,Starter,Monthly,49.00,490.00,225.30,10,0,1468,Low Value
CMP_000386,Kane PLC,Retail,Small Business,SMB,United States,North America,Organic Search,Professional,Monthly,199.00,2388.00,1716.36,12,0,878,Low Value
CMP_000387,"Morales, Thomas and Schultz",Technology,Startup,Enterprise,Argentina,Latin America,Organic Search,Business,Monthly,499.00,5489.00,5049.33,11,0,2297,Medium Value
CMP_000388,Davis PLC,Healthcare,Startup,SMB,Tanzania,Africa,Google Ads,Starter,Monthly,49.00,392.00,180.24,8,0,720,Low Value
CMP_000390,Moore-Collins,Finance,Small Business,Enterprise,South Africa,Africa,LinkedIn Ads,Professional,Monthly,199.00,2388.00,1716.36,12,0,2300,Low Value
CMP_000393,Webster Inc,Manufacturing,Mid-Market,SMB,Brazil,Latin America,LinkedIn Ads,Professional,Annual,2149.20,23641.20,22381.92,11,0,1290,High Value
CMP_000394,"Miller, Ramos and Coleman",Manufacturing,Small Business,SMB,Canada,North America,LinkedIn Ads,Starter,Monthly,49.00,539.00,247.83,11,0,1198,Low Value
CMP_000395,"Ramos, Nelson and Fischer",Finance,Small Business,Enterprise,France,Europe,Content Marketing,Professional,Monthly,199.00,1990.00,1430.30,10,0,1551,Low Value
CMP_000396,Reed Inc,Education,Startup,Mid-Market,Canada,North America,Referral,Professional,Monthly,199.00,1592.00,1144.24,8,0,2269,Low Value
CMP_000397,Gregory-Watkins,Education,Small Business,Mid-Market,France,Europe,Organic Search,Starter,Monthly,49.00,392.00,180.24,8,0,780,Low Value
CMP_000398,"Estrada, Williams and Foster",Education,Startup,Mid-Market,Nigeria,Africa,Content Marketing,Starter,Monthly,49.00,539.00,247.83,11,0,1413,Low Value
CMP_000399,"Brown, Harris and Dougherty",Technology,Mid-Market,SMB,India,Asia-Pacific,Google Ads,Professional,Annual,2149.20,0,0,0,1,177,Low Value
CMP_000400,Duran LLC,Technology,Mid-Market,SMB,Tanzania,Africa,LinkedIn Ads,Professional,Monthly,199.00,2189.00,1573.33,11,0,1885,Low Value
CMP_000401,Wilson-Jimenez,Education,Mid-Market,SMB,Germany,Europe,Google Ads,Enterprise,Monthly,1500.00,12000.00,10440.00,8,0,524,High Value
CMP_000402,Thompson-James,Manufacturing,Small Business,Enterprise,Kenya,Africa,Organic Search,Starter,Monthly,49.00,0,0,0,1,349,Low Value
CMP_000404,Jones-Hensley,Retail,Enterprise,SMB,India,Asia-Pacific,LinkedIn Ads,Professional,Monthly,199.00,1990.00,1430.30,10,0,540,Low Value
CMP_000406,Atkins PLC,Healthcare,Startup,Enterprise,Japan,Asia-Pacific,Organic Search,Starter,Monthly,49.00,539.00,247.83,11,0,942,Low Value
CMP_000408,Roberts-Sullivan,Education,Startup,Mid-Market,United States,North America,Partner,Starter,Monthly,49.00,539.00,247.83,11,0,1207,Low Value
CMP_000410,Collier-Gillespie,Finance,Startup,SMB,Canada,North America,Organic Search,Professional,Monthly,199.00,2189.00,1573.33,11,0,611,Low Value
CMP_000411,Kim Inc,Technology,Startup,Mid-Market,Canada,North America,Referral,Business,Monthly,499.00,5988.00,5508.36,12,0,1985,Medium Value
CMP_000412,Graham Group,Education,Mid-Market,SMB,South Africa,Africa,Organic Search,Professional,Monthly,199.00,1990.00,1430.30,10,0,2161,Low Value
CMP_000413,"Miller, Harrell and Reese",Technology,Mid-Market,SMB,Spain,Europe,Google Ads,Starter,Annual,529.20,5292.00,4883.20,10,0,720,Medium Value
CMP_000414,Cook and Sons,Finance,Startup,SMB,Kenya,Africa,Email Marketing,Starter,Annual,529.20,5821.20,5371.52,11,0,1304,Medium Value
CMP_000415,Dixon Inc,Education,Mid-Market,SMB,Tanzania,Africa,Partner,Starter,Annual,529.20,5821.20,5371.52,11,0,772,Medium Value
CMP_000418,Thomas and Sons,Education,Startup,SMB,Tanzania,Africa,Organic Search,Professional,Monthly,199.00,1990.00,1430.30,10,0,1305,Low Value
CMP_000419,Morrison Ltd,Healthcare,Mid-Market,SMB,Brazil,Latin America,Partner,Professional,Monthly,199.00,2189.00,1573.33,11,0,2052,Low Value
CMP_000420,Thompson Ltd,Education,Startup,SMB,Canada,North America,Google Ads,Starter,Annual,529.20,5292.00,4883.20,10,0,2246,Medium Value
CMP_000421,Marshall-Elliott,Healthcare,Mid-Market,Mid-Market,Nigeria,Africa,Google Ads,Starter,Monthly,49.00,0,0,0,1,261,Low Value
CMP_000424,Hernandez-Jones,Retail,Enterprise,SMB,Kenya,Africa,LinkedIn Ads,Professional,Monthly,199.00,0,0,0,1,73,Low Value
CMP_000425,Welch-Hogan,Healthcare,Enterprise,SMB,Tanzania,Africa,Google Ads,Starter,Annual,529.20,6350.40,5859.84,12,0,823,Medium Value
CMP_000426,"Brown, Romero and Collins",Retail,Mid-Market,SMB,France,Europe,Content Marketing,Starter,Monthly,49.00,539.00,247.83,11,0,2142,Low Value
CMP_000428,Jones-Lin,Education,Mid-Market,SMB,Germany,Europe,Google Ads,Business,Monthly,499.00,5988.00,5508.36,12,0,1022,Medium Value
CMP_000429,Gilbert PLC,Education,Startup,SMB,United States,North America,Google Ads,Starter,Monthly,49.00,0,0,0,1,37,Low Value
CMP_000431,"Huang, Cole and Pacheco",Technology,Small Business,SMB,Chile,Latin America,Content Marketing,Professional,Monthly,199.00,1990.00,1430.30,10,0,1493,Low Value
CMP_000432,"Lopez, Jacobs and Mason",Finance,Small Business,SMB,India,Asia-Pacific,LinkedIn Ads,Enterprise,Monthly,1500.00,16500.00,14355.00,11,0,1479,High Value
CMP_000434,"Miller, Lucas and Williams",Finance,Enterprise,SMB,Australia,Asia-Pacific,Organic Search,Starter,Monthly,49.00,441.00,202.77,9,0,538,Low Value
CMP_000435,"Kim, Gonzales and Mills",Technology,Startup,SMB,Spain,Europe,Google Ads,Starter,Monthly,49.00,0,0,0,1,240,Low Value
CMP_000439,Davis-Gregory,Technology,Enterprise,Enterprise,Tanzania,Africa,Partner,Starter,Annual,529.20,5821.20,5371.52,11,0,1383,Medium Value
CMP_000441,"Marks, Cook and Aguilar",Healthcare,Startup,Enterprise,India,Asia-Pacific,LinkedIn Ads,Starter,Monthly,49.00,490.00,225.30,10,0,1339,Low Value
CMP_000442,Rangel LLC,Healthcare,Startup,Enterprise,Australia,Asia-Pacific,Google Ads,Professional,Annual,2149.20,21492.00,20347.20,10,0,2140,High Value
CMP_000443,"Hale, Myers and Larson",Retail,Small Business,Enterprise,United States,North America,LinkedIn Ads,Professional,Monthly,199.00,2189.00,1573.33,11,0,2117,Low Value
CMP_000446,"Osborn, Gaines and Davis",Technology,Small Business,SMB,Nigeria,Africa,Organic Search,Starter,Annual,529.20,6350.40,5859.84,12,0,601,Medium Value
CMP_000447,"Henderson, Cox and Cox",Professional Services,Small Business,SMB,Germany,Europe,Referral,Starter,Annual,529.20,5292.00,4883.20,10,0,2045,Medium Value
CMP_000448,Bean LLC,Professional Services,Enterprise,Mid-Market,Tanzania,Africa,Email Marketing,Business,Annual,5389.20,59281.20,57227.72,11,0,677,High Value
CMP_000449,Lee-Cooke,Retail,Startup,SMB,Canada,North America,Email Marketing,Professional,Monthly,199.00,0,0,0,1,113,Low Value
CMP_000450,Jones Inc,Retail,Small Business,Enterprise,Singapore,Asia-Pacific,Email Marketing,Starter,Monthly,49.00,0,0,0,1,304,Low Value
CMP_000451,"Wise, Conley and Stephenson",Finance,Mid-Market,SMB,Tanzania,Africa,Referral,Enterprise,Monthly,1500.00,16500.00,14355.00,11,0,1781,High Value
CMP_000453,Harper and Sons,Technology,Mid-Market,SMB,France,Europe,LinkedIn Ads,Starter,Monthly,49.00,539.00,247.83,11,0,1551,Low Value
CMP_000454,White Ltd,Technology,Small Business,Mid-Market,Canada,North America,Organic Search,Starter,Monthly,49.00,588.00,270.36,12,0,863,Low Value
CMP_000455,"Lamb, Martin and Kim",Professional Services,Startup,Mid-Market,Kenya,Africa,Google Ads,Starter,Monthly,49.00,49.00,22.53,1,1,187,Low Value
CMP_000456,Diaz-Ball,Finance,Startup,SMB,United States,North America,Email Marketing,Business,Monthly,499.00,4990.00,4590.30,10,0,2021,Medium Value
CMP_000457,Bishop-Goodwin,Technology,Startup,Enterprise,India,Asia-Pacific,Organic Search,Starter,Monthly,49.00,0,0,0,1,37,Low Value
CMP_000458,Young-Allen,Education,Startup,Enterprise,Germany,Europe,Organic Search,Starter,Monthly,49.00,539.00,247.83,11,0,1555,Low Value
CMP_000459,Mckee-Lee,Retail,Small Business,SMB,Argentina,Latin America,LinkedIn Ads,Business,Monthly,499.00,5988.00,5508.36,12,0,1939,Medium Value
CMP_000460,"Valentine, Joyce and Murray",Healthcare,Mid-Market,Enterprise,Singapore,Asia-Pacific,Content Marketing,Starter,Monthly,49.00,588.00,270.36,12,0,1536,Low Value
CMP_000462,Burch-Montoya,Technology,Small Business,SMB,South Africa,Africa,Google Ads,Professional,Monthly,199.00,0,0,0,1,165,Low Value
CMP_000463,"Taylor, Wright and Davidson",Manufacturing,Mid-Market,SMB,Singapore,Asia-Pacific,Referral,Professional,Monthly,199.00,2189.00,1573.33,11,0,1843,Low Value
CMP_000464,Spencer-Garcia,Manufacturing,Small Business,SMB,France,Europe,Organic Search,Professional,Monthly,199.00,2388.00,1716.36,12,0,1454,Low Value
CMP_000465,"Rosales, Mitchell and Hines",Healthcare,Small Business,SMB,United Kingdom,Europe,LinkedIn Ads,Professional,Monthly,199.00,2388.00,1716.36,12,0,1721,Low Value
CMP_000466,Cole-Palmer,Technology,Enterprise,SMB,Mexico,North America,Google Ads,Starter,Monthly,49.00,588.00,270.36,12,0,2130,Low Value
CMP_000467,Davis-Lozano,Manufacturing,Startup,SMB,Germany,Europe,Google Ads,Professional,Monthly,199.00,2189.00,1573.33,11,0,812,Low Value
CMP_000471,Walker-Flores,Technology,Startup,SMB,Kenya,Africa,Google Ads,Professional,Monthly,199.00,1990.00,1430.30,10,0,1575,Low Value
CMP_000472,Combs Ltd,Retail,Startup,Mid-Market,United States,North America,Partner,Starter,Monthly,49.00,588.00,270.36,12,0,1593,Low Value
CMP_000476,Gilbert-Bullock,Education,Small Business,Enterprise,South Africa,Africa,LinkedIn Ads,Professional,Annual,2149.20,25790.40,24416.64,12,0,819,High Value
CMP_000480,Barnes PLC,Technology,Mid-Market,SMB,Singapore,Asia-Pacific,Google Ads,Professional,Monthly,199.00,2189.00,1573.33,11,0,741,Low Value
CMP_000482,Carlson-Smith,Technology,Startup,Enterprise,Tanzania,Africa,Content Marketing,Business,Monthly,499.00,5988.00,5508.36,12,0,1150,Medium Value
CMP_000483,"Andrews, Higgins and Carter",Technology,Startup,SMB,Brazil,Latin America,Organic Search,Professional,Monthly,199.00,2189.00,1573.33,11,0,985,Low Value
CMP_000484,Mendez and Sons,Retail,Startup,Mid-Market,Tanzania,Africa,Google Ads,Professional,Annual,2149.20,23641.20,22381.92,11,0,997,High Value
CMP_000485,"Butler, Beck and Miller",Finance,Small Business,SMB,Germany,Europe,Organic Search,Professional,Monthly,199.00,1194.00,858.18,6,1,185,Low Value
CMP_000487,"Hartman, Romero and Smith",Professional Services,Enterprise,SMB,Canada,North America,LinkedIn Ads,Business,Monthly,499.00,5988.00,5508.36,12,0,2276,Medium Value
CMP_000488,Williams-Hughes,Professional Services,Startup,SMB,Kenya,Africa,Referral,Starter,Monthly,49.00,441.00,202.77,9,0,573,Low Value
CMP_000489,King-Smith,Healthcare,Startup,SMB,Singapore,Asia-Pacific,LinkedIn Ads,Professional,Monthly,199.00,2189.00,1573.33,11,0,760,Low Value
CMP_000490,Cooper Ltd,Retail,Startup,SMB,Australia,Asia-Pacific,Organic Search,Business,Annual,5389.20,64670.40,62430.24,12,0,2107,High Value
CMP_000492,Anderson-Bell,Education,Small Business,SMB,Australia,Asia-Pacific,LinkedIn Ads,Professional,Monthly,199.00,1791.00,1287.27,9,0,968,Low Value
CMP_000493,Li-Thompson,Finance,Startup,SMB,Singapore,Asia-Pacific,Organic Search,Business,Monthly,499.00,4990.00,4590.30,10,0,1209,Medium Value
CMP_000494,"Marshall, Dominguez and Welch",Retail,Startup,Enterprise,Argentina,Latin America,Organic Search,Business,Annual,5389.20,59281.20,57227.72,11,0,1682,High Value
CMP_000496,Carter Inc,Technology,Mid-Market,SMB,United Kingdom,Europe,Referral,Starter,Monthly,49.00,588.00,270.36,12,0,2200,Low Value
CMP_000497,Blackwell LLC,Technology,Startup,SMB,Germany,Europe,Organic Search,Starter,Monthly,49.00,490.00,225.30,10,0,1012,Low Value
CMP_000498,Robertson-Hays,Finance,Mid-Market,SMB,Australia,Asia-Pacific,LinkedIn Ads,Business,Monthly,499.00,5988.00,5508.36,12,0,2265,Medium Value
CMP_000500,Kelly-Norman,Technology,Small Business,SMB,India,Asia-Pacific,Organic Search,Starter,Monthly,49.00,490.00,225.30,10,0,1998,Low Value
CMP_000501,"Rivera, Martinez and Richardson",Finance,Mid-Market,SMB,Nigeria,Africa,Referral,Business,Monthly,499.00,4990.00,4590.30,10,0,677,Medium Value
